Geneid	Length
ENSMUSG00000120895	1099
ENSMUSG00000114209	928
ENSMUSG00000114357	731
ENSMUSG000000345221	4733
ENSMUSG00000045731	2157
ENSMUSG00000137779	659
ENSMUSG00000022031	3002
ENSMUSG000000613564	2836
ENSMUSG000000220325	6093
ENSMUSG00000137444	609
ENSMUSG000000220330	1791
ENSMUSG000000220341	6648
ENSMUSG00000022035	4897
ENSMUSG00000123699	1080
ENSMUSG00000143296	795
ENSMUSG00000140163	551
ENSMUSG00000034463	3597
ENSMUSG00000114844	1768
ENSMUSG000000220376	3437
ENSMUSG00000034450	2263
ENSMUSG00000139631	1796
ENSMUSG00000022039	2691
ENSMUSG00000068165	628
ENSMUSG00000022040	2484
ENSMUSG000000220411	3787
ENSMUSG000000594564	7398
ENSMUSG00000142902	534
ENSMUSG00000142946	530
ENSMUSG000000859840	3116
ENSMUSG00000134671	348
ENSMUSG000000220430	4618
ENSMUSG00000114618	3496
ENSMUSG000000220445	1916
ENSMUSG00000141274	753
ENSMUSG00000135243	448
ENSMUSG00002076707	90
ENSMUSG000000458754	8728
ENSMUSG00000131451	664
ENSMUSG00000057913	2696
ENSMUSG00000114829	523
ENSMUSG000000220480	5040
ENSMUSG00000075553	2874
ENSMUSG00000127444	324
ENSMUSG000000462045	5976
ENSMUSG00000133020	559
ENSMUSG00000104220	1372
ENSMUSG00000125135	443
ENSMUSG00000114558	2372
ENSMUSG00000065673	133
ENSMUSG000000220516	3859
ENSMUSG000000220520	5381
ENSMUSG00000142772	512
ENSMUSG00002075433	118
ENSMUSG00000131327	1438
ENSMUSG00000142375	874
ENSMUSG00000130899	1331
ENSMUSG00000114697	4936
ENSMUSG00000143144	1075
ENSMUSG00000093744	1713
ENSMUSG000000220534	6928
ENSMUSG00000122614	515
ENSMUSG00002075933	95
ENSMUSG00000075549	2129
ENSMUSG00000093472	3229
ENSMUSG00000093634	1898
ENSMUSG00000114744	2151
ENSMUSG00000126662	459
ENSMUSG00000123928	909
ENSMUSG00000133098	640
ENSMUSG00000077647	132
ENSMUSG00000114514	430
ENSMUSG00000093726	1930
ENSMUSG000000489229	5715
ENSMUSG000000343279	4746
ENSMUSG00000142094	421
ENSMUSG00000015812	642
ENSMUSG00000127671	604
ENSMUSG00000044447	12169
ENSMUSG00000136578	863
ENSMUSG00000098866	110
ENSMUSG00000132795	506
ENSMUSG00000121014	302
ENSMUSG00000125868	1175
ENSMUSG00000133618	677
ENSMUSG00000143321	536
ENSMUSG00000114621	3732
ENSMUSG00000134348	897
ENSMUSG000000220542	5782
ENSMUSG00000022055	3380
ENSMUSG00000136100	940
ENSMUSG00000114466	677
ENSMUSG00000129504	3734
ENSMUSG00000087772	122
ENSMUSG00000114925	2488
ENSMUSG00000141425	789
ENSMUSG00000125206	4400
ENSMUSG00000114396	3243
ENSMUSG000000220560	4330
ENSMUSG00000125239	527
ENSMUSG00000022057	2442
ENSMUSG000000147257	9184
ENSMUSG00000114641	403
ENSMUSG00000124054	835
ENSMUSG00000124015	1719
ENSMUSG00000124091	160
ENSMUSG00000124740	1764
ENSMUSG00000114679	295
ENSMUSG00000124775	738
ENSMUSG00000123705	319
ENSMUSG00000114833	1403
ENSMUSG000000148130	4197
ENSMUSG00000134827	1167
ENSMUSG00000130565	816
ENSMUSG00000092499	4739
ENSMUSG00000098713	849
ENSMUSG000000441861	1134
ENSMUSG00000022061	3195
ENSMUSG00000140727	2337
ENSMUSG00000102999	3561
ENSMUSG00000140932	1740
ENSMUSG00000034248	6021
ENSMUSG00000098248	427
ENSMUSG00000141091	592
ENSMUSG00000103065	4540
ENSMUSG00000098255	6516
ENSMUSG00000104405	1497
ENSMUSG00000047977	4055
ENSMUSG00000097511	6752
ENSMUSG00000141127	574
ENSMUSG00000095463	8074
ENSMUSG00000098270	961
ENSMUSG00000093954	7788
ENSMUSG00000094526	2775
ENSMUSG00000102660	2268
ENSMUSG00000141012	431
ENSMUSG00000103720	4540
ENSMUSG00000099315	6261
ENSMUSG00000102611	1497
ENSMUSG00000098773	3017
ENSMUSG00000120492	2018
ENSMUSG00000098784	6966
ENSMUSG00000141050	756
ENSMUSG000000220667	8074
ENSMUSG00000099027	961
ENSMUSG00000098975	6909
ENSMUSG000000342057	5405
ENSMUSG00000104371	2268
ENSMUSG00000098666	73
ENSMUSG000000341949	2766
ENSMUSG000000341900	6302
ENSMUSG00000135048	6379
ENSMUSG00000135093	434
ENSMUSG00000114316	2368
ENSMUSG00000022074	5451
ENSMUSG00000022075	10124
ENSMUSG00000138182	349
ENSMUSG00000133008	3611
ENSMUSG00000132960	1059
ENSMUSG00000133052	620
ENSMUSG00000138155	1175
ENSMUSG00000022085	1079
ENSMUSG00000138084	1047
ENSMUSG00000114446	2718
ENSMUSG00000138120	411
ENSMUSG00000135547	619
ENSMUSG00000033730	4406
ENSMUSG00000130885	1621
ENSMUSG000000220890	2187
ENSMUSG00000033712	4658
ENSMUSG00000128747	1148
ENSMUSG000000445514	2588
ENSMUSG000000220901	4486
ENSMUSG00000022091	3630
ENSMUSG00000115186	3838
ENSMUSG000000220922	2985
ENSMUSG00000115645	285
ENSMUSG00000120820	900
ENSMUSG00002076268	86
ENSMUSG00000115025	571
ENSMUSG000000220946	10550
ENSMUSG00000058745	255
ENSMUSG00000033644	5287
ENSMUSG00000088717	110
ENSMUSG00000077577	102
ENSMUSG000000007764	2854
ENSMUSG00000123177	711
ENSMUSG00000065528	82
ENSMUSG000000034690	2910
ENSMUSG000000220981	8870
ENSMUSG00000130350	818
ENSMUSG00000022097	1034
ENSMUSG00000124800	365
ENSMUSG00000033595	3899
ENSMUSG00000129235	575
ENSMUSG00000033589	2377
ENSMUSG000000220965	6919
ENSMUSG00000121603	105
ENSMUSG00000129026	522
ENSMUSG00000128891	730
ENSMUSG00000133477	1227
ENSMUSG00000045211	4440
ENSMUSG000000220950	4033
ENSMUSG000000220999	9726
ENSMUSG00000129638	560
ENSMUSG00000129599	938
ENSMUSG00000022101	1689
ENSMUSG00000047911	1036
ENSMUSG000000221005	19005
ENSMUSG00000120525	2800
ENSMUSG00000115387	442
ENSMUSG000000221024	2902
ENSMUSG00000126491	669
ENSMUSG00000126454	1566
ENSMUSG00000126414	1656
ENSMUSG00000136288	2342
ENSMUSG00000099528	1532
ENSMUSG00000133425	686
ENSMUSG00000140590	468
ENSMUSG000000221031	3539
ENSMUSG00000137214	2990
ENSMUSG00000120323	895
ENSMUSG00000140413	1560
ENSMUSG00000115671	1201
ENSMUSG00000134368	1117
ENSMUSG00000115139	1240
ENSMUSG00000127055	425
ENSMUSG00000104288	529
ENSMUSG00000135254	1185
ENSMUSG00000115286	1055
ENSMUSG00000139592	2845
ENSMUSG00000139628	2072
ENSMUSG00000098064	985
ENSMUSG00000115304	4323
ENSMUSG00000139959	1425
ENSMUSG00000126494	559
ENSMUSG00000123689	1009
ENSMUSG00000125825	882
ENSMUSG00000064485	134
ENSMUSG00000132494	1280
ENSMUSG00000115061	380
ENSMUSG00000128911	885
ENSMUSG00000137466	898
ENSMUSG00000109446	8870
ENSMUSG00000138010	617
ENSMUSG00000138090	800
ENSMUSG00000138049	1245
ENSMUSG00000108975	969
ENSMUSG000000334875	9944
ENSMUSG00000090216	563
ENSMUSG00000139302	1324
ENSMUSG00000139472	526
ENSMUSG00000115494	1205
ENSMUSG00000139185	3172
ENSMUSG00000115532	5213
ENSMUSG00000121689	2035
ENSMUSG00000115611	523
ENSMUSG00000139391	1315
ENSMUSG00000115475	478
ENSMUSG00000139147	830
ENSMUSG00000115085	1279
ENSMUSG00000139428	408
ENSMUSG000000334703	2872
ENSMUSG00000120611	2100
ENSMUSG000000221065	9489
ENSMUSG00000130547	367
ENSMUSG00000090706	698
ENSMUSG00000022105	6015
ENSMUSG00000128312	752
ENSMUSG00000076121	89
ENSMUSG00000033446	5400
ENSMUSG00000115573	250
ENSMUSG00000022108	2732
ENSMUSG00000129127	487
ENSMUSG00000123390	3106
ENSMUSG00000136133	487
ENSMUSG00000115530	832
ENSMUSG00000022109	3350
ENSMUSG00000033405	3579
ENSMUSG000000221104	3988
ENSMUSG00000127230	1110
ENSMUSG00000115088	2929
ENSMUSG00000115289	1645
ENSMUSG00000119684	107
ENSMUSG00000075581	747
ENSMUSG00000128757	615
ENSMUSG00000115470	583
ENSMUSG00002074909	106
ENSMUSG00000138717	671
ENSMUSG00000057886	552
ENSMUSG00000115559	187
ENSMUSG00000115704	2153
ENSMUSG00000136345	705
ENSMUSG00000115411	1231
ENSMUSG00000128490	750
ENSMUSG00000115845	1660
ENSMUSG00000143773	1534
ENSMUSG00000115427	526
ENSMUSG00000115449	449
ENSMUSG00000034997	5606
ENSMUSG00000115288	1119
ENSMUSG000000219967	3366
ENSMUSG00000068015	7734
ENSMUSG00000132432	1451
ENSMUSG00000115002	1791
ENSMUSG00000115019	1456
ENSMUSG00000130074	751
ENSMUSG00000034959	4799
ENSMUSG00000021997	2517
ENSMUSG00000133359	252
ENSMUSG000000219987	9504
ENSMUSG00000089733	547
ENSMUSG00000090054	476
ENSMUSG000000219990	1629
ENSMUSG00002076433	103
ENSMUSG00000115789	545
ENSMUSG00000138147	571
ENSMUSG000000220002	6283
ENSMUSG00000115615	1719
ENSMUSG00000123566	833
ENSMUSG00000139645	728
ENSMUSG00000134817	400
ENSMUSG00000091722	4472
ENSMUSG00000123821	1004
ENSMUSG00000131884	876
ENSMUSG000000349131	1976
ENSMUSG00000132747	1217
ENSMUSG00000132867	1014
ENSMUSG00000022002	2201
ENSMUSG00000064394	107
ENSMUSG000000348930	5226
ENSMUSG00002075876	92
ENSMUSG00000022003	4571
ENSMUSG00000132711	2062
ENSMUSG00000132977	364
ENSMUSG00000115458	229
ENSMUSG00000085829	2336
ENSMUSG000000601265	2380
ENSMUSG00000065147	130
ENSMUSG00000132788	416
ENSMUSG00000132833	1812
ENSMUSG00000067995	1467
ENSMUSG00000046523	3998
ENSMUSG00000065799	134
ENSMUSG00000132902	1751
ENSMUSG00000124441	1210
ENSMUSG00000124521	1011
ENSMUSG00000124480	2262
ENSMUSG00000022008	5389
ENSMUSG00000022009	3974
ENSMUSG00000129362	2178
ENSMUSG00000142347	491
ENSMUSG00000142424	617
ENSMUSG00000115625	2077
ENSMUSG00000142303	1759
ENSMUSG00000095427	855
ENSMUSG00000142464	521
ENSMUSG00000136079	591
ENSMUSG000000220100	8994
ENSMUSG00000136119	460
ENSMUSG00000135967	513
ENSMUSG00000136042	516
ENSMUSG00000134748	546
ENSMUSG00000120444	3357
ENSMUSG00000115092	6602
ENSMUSG000000525841	1388
ENSMUSG00000143851	1001
ENSMUSG00000101009	7930
ENSMUSG00000127346	7017
ENSMUSG00000115143	328
ENSMUSG00000127390	580
ENSMUSG00000141961	609
ENSMUSG00000115709	4862
ENSMUSG00000126874	1225
ENSMUSG00000126951	231
ENSMUSG00000126913	563
ENSMUSG00000115596	9761
ENSMUSG00000132976	2352
ENSMUSG00000133023	3207
ENSMUSG00000133072	1502
ENSMUSG00000115303	639
ENSMUSG000000443505	3644
ENSMUSG000000347955	1985
ENSMUSG00000133114	509
ENSMUSG000000220120	7962
ENSMUSG00000063556	468
ENSMUSG00000128279	970
ENSMUSG00000121701	2253
ENSMUSG00000115733	559
ENSMUSG00000115244	1845
ENSMUSG000000679732	1163
ENSMUSG00002075302	110
ENSMUSG00000120850	1325
ENSMUSG00002076975	124
ENSMUSG00000115363	349
ENSMUSG00000124519	547
ENSMUSG00000115257	2016
ENSMUSG00000075512	1354
ENSMUSG00000022013	6513
ENSMUSG00000141600	938
ENSMUSG000000220147	2321
ENSMUSG00000115517	4149
ENSMUSG00000140442	589
ENSMUSG00000140408	1734
ENSMUSG00000092272	2336
ENSMUSG00000115519	219
ENSMUSG000000456550	2323
ENSMUSG00000136872	624
ENSMUSG00000124142	264
ENSMUSG00000128906	463
ENSMUSG00000087932	106
ENSMUSG00000115552	397
ENSMUSG00000131418	1634
ENSMUSG00000137012	658
ENSMUSG00002075704	107
ENSMUSG00000022015	2236
ENSMUSG00002076701	115
ENSMUSG00000134203	1273
ENSMUSG00000132104	2365
ENSMUSG00000115450	527
ENSMUSG000000220168	11015
ENSMUSG00000125528	1849
ENSMUSG000000347312	16975
ENSMUSG00000115087	2707
ENSMUSG00000084447	122
ENSMUSG00000120927	1197
ENSMUSG00000142174	1438
ENSMUSG00000115107	754
ENSMUSG00000142131	412
ENSMUSG00000142219	1331
ENSMUSG00000142059	1344
ENSMUSG00000115514	617
ENSMUSG00000115305	217
ENSMUSG00000115290	1945
ENSMUSG00000058997	12639
ENSMUSG00000140898	642
ENSMUSG00000115090	614
ENSMUSG00000115539	620
ENSMUSG00000115643	171
ENSMUSG00000115637	363
ENSMUSG00000115167	2704
ENSMUSG00000115111	1222
ENSMUSG000000712621	3216
ENSMUSG00000115045	930
ENSMUSG00000022018	918
ENSMUSG00000125056	2157
ENSMUSG000000220206	15080
ENSMUSG00000022022	2413
ENSMUSG000000438810	4526
ENSMUSG00000126993	1047
ENSMUSG00000075502	2984
ENSMUSG00000022023	7566
ENSMUSG000000364617	6737
ENSMUSG00000137371	406
ENSMUSG00000137530	175
ENSMUSG00000137455	667
ENSMUSG00000137490	576
ENSMUSG00000137336	812
ENSMUSG00002075158	126
ENSMUSG000000220241	7792
ENSMUSG000000220254	1843
ENSMUSG00000115422	11389
ENSMUSG00000115740	850
ENSMUSG00000129377	1839
ENSMUSG00000076453	98
ENSMUSG000000364221	4538
ENSMUSG00000097927	9030
ENSMUSG00000124419	1570
ENSMUSG00000127075	681
ENSMUSG00000095959	3389
ENSMUSG00000115291	623
ENSMUSG00000140279	480
ENSMUSG00000022026	2962
ENSMUSG00000126430	4348
ENSMUSG00000115334	1423
ENSMUSG00000126472	471
ENSMUSG00000141080	718
ENSMUSG00000098125	753
ENSMUSG00000115036	466
ENSMUSG00000135418	1018
ENSMUSG00000142816	743
ENSMUSG00000115346	688
ENSMUSG00000115716	301
ENSMUSG00000115297	375
ENSMUSG00000115542	896
ENSMUSG00000126140	706
ENSMUSG00000115465	1047
ENSMUSG00000115455	965
ENSMUSG00000115385	466
ENSMUSG00000115175	719
ENSMUSG00000115825	1828
ENSMUSG00000115731	805
ENSMUSG00000115476	232
ENSMUSG00000137826	398
ENSMUSG00002075834	164
ENSMUSG00000115051	187
ENSMUSG00000115847	381
ENSMUSG00000115031	270
ENSMUSG00000088009	134
ENSMUSG00000115393	504
ENSMUSG00000115780	412
ENSMUSG00000129298	358
ENSMUSG00000142048	722
ENSMUSG00000115006	141
ENSMUSG00000115282	370
ENSMUSG00000115043	3507
ENSMUSG00000115770	291
ENSMUSG00000115612	389
ENSMUSG00000126219	3657
ENSMUSG00000115227	270
ENSMUSG00000035566	12991
ENSMUSG00000115529	3062
ENSMUSG00000115743	1458
ENSMUSG00000115239	508
ENSMUSG00000115653	694
ENSMUSG00000124894	672
ENSMUSG00000115217	1336
ENSMUSG00000123139	1336
ENSMUSG00000115836	631
ENSMUSG00000115014	432
ENSMUSG00000115128	190
ENSMUSG00000115271	4672
ENSMUSG00000115777	2351
ENSMUSG00000115176	514
ENSMUSG00000123260	1914
ENSMUSG00000064407	90
ENSMUSG00000115089	579
ENSMUSG00000124925	727
ENSMUSG00000124842	4822
ENSMUSG00000115664	2124
ENSMUSG00000087812	140
ENSMUSG00000124886	4007
ENSMUSG00000115401	130
ENSMUSG00000115776	457
ENSMUSG00000126295	363
ENSMUSG00000128435	954
ENSMUSG000000220216	5567
ENSMUSG00000115306	2624
ENSMUSG00000124821	1606
ENSMUSG00002076478	91
ENSMUSG00000128307	570
ENSMUSG00000126424	424
ENSMUSG00000133869	708
ENSMUSG00000121709	2161
ENSMUSG00000115438	1816
ENSMUSG00000102284	373
ENSMUSG00000140993	952
ENSMUSG00000088536	143
ENSMUSG000000220197	6072
ENSMUSG00000115564	966
ENSMUSG00000115484	483
ENSMUSG00000115184	2201
ENSMUSG00000140623	582
ENSMUSG00000135558	3832
ENSMUSG00000115608	179
ENSMUSG00000135594	737
ENSMUSG00000115452	844
ENSMUSG00000121710	450
ENSMUSG00000121711	1531
ENSMUSG00000115527	1231
ENSMUSG00000136630	1245
ENSMUSG00000062611	792
ENSMUSG00002075121	100
ENSMUSG00000115479	1204
ENSMUSG00000098095	984
ENSMUSG00000115533	494
ENSMUSG00000115202	775
ENSMUSG00000140348	453
ENSMUSG00000121713	636
ENSMUSG00000115114	150
ENSMUSG00000139923	877
ENSMUSG00000050505	5492
ENSMUSG00000115623	2179
ENSMUSG00000128184	326
ENSMUSG00000129496	793
ENSMUSG00000102164	435
ENSMUSG00000115392	299
ENSMUSG00000088405	114
ENSMUSG00000077408	132
ENSMUSG00000121714	3220
ENSMUSG00000062093	1891
ENSMUSG00000115313	1492
ENSMUSG00000115001	2463
ENSMUSG00000125911	351
ENSMUSG00000077619	131
ENSMUSG00000115292	2294
ENSMUSG00000115565	775
ENSMUSG00000088746	114
ENSMUSG00000115225	440
ENSMUSG00000115368	938
ENSMUSG00000115171	365
ENSMUSG00000130676	443
ENSMUSG00000115308	270
ENSMUSG00000077298	130
ENSMUSG00000103410	371
ENSMUSG00000115662	1940
ENSMUSG00000115660	220
ENSMUSG00000115720	754
ENSMUSG00000115444	175
ENSMUSG00000132962	749
ENSMUSG00000055421	6783
ENSMUSG00000065014	160
ENSMUSG00000115505	999
ENSMUSG00000115632	802
ENSMUSG00000115447	2020
ENSMUSG00000128920	174
ENSMUSG00000115023	4184
ENSMUSG00000115471	4033
ENSMUSG00000115797	105
ENSMUSG00000115613	512
ENSMUSG00000088046	131
ENSMUSG00000115059	347
ENSMUSG00000115638	604
ENSMUSG00000115822	1583
ENSMUSG00000123514	326
ENSMUSG00000133349	748
ENSMUSG00000089384	126
ENSMUSG00000132690	469
ENSMUSG00000115331	714
ENSMUSG00000115038	1054
ENSMUSG00000115379	423
ENSMUSG00000115499	277
ENSMUSG00000115396	366
ENSMUSG00000115243	1578
ENSMUSG00000132213	607
ENSMUSG00000115679	481
ENSMUSG00000034689	1173
ENSMUSG00000115029	1636
ENSMUSG00000115603	721
ENSMUSG000000220761	6645
ENSMUSG00000133588	1728
ENSMUSG00000083933	822
ENSMUSG00000065042	116
ENSMUSG00000064581	130
ENSMUSG00000136059	542
ENSMUSG00000115535	481
ENSMUSG00000115315	337
ENSMUSG00000115714	814
ENSMUSG00000115229	3942
ENSMUSG00000089130	92
ENSMUSG00000115052	914
ENSMUSG00000119804	105
ENSMUSG00000127266	721
ENSMUSG00000088538	138
ENSMUSG00000134332	355
ENSMUSG00000115598	620
ENSMUSG000000556397	7317
ENSMUSG00000089549	163
ENSMUSG00000086133	498
ENSMUSG00000128833	396
ENSMUSG00000089425	81
ENSMUSG00000115218	421
ENSMUSG00000130342	1077
ENSMUSG00000130299	385
ENSMUSG00000115486	285
ENSMUSG00000119462	107
ENSMUSG00000142051	977
ENSMUSG00000098059	940
ENSMUSG00000125202	1851
ENSMUSG00000115242	3625
ENSMUSG00000140362	704
ENSMUSG00000115567	680
ENSMUSG00000140321	1559
ENSMUSG00000060377	449
ENSMUSG000000331860	2563
ENSMUSG00000022070	5153
ENSMUSG000000331662	7754
ENSMUSG000000220641	9797
ENSMUSG00000115071	1138
ENSMUSG00000100172	433
ENSMUSG00000005148	5201
ENSMUSG00000120791	2419
ENSMUSG00000084700	122
ENSMUSG00000064584	156
ENSMUSG00000115746	336
ENSMUSG00000115590	340
ENSMUSG00000115178	1021
ENSMUSG00000115580	4199
ENSMUSG00000137914	2702
ENSMUSG00000137950	498
ENSMUSG00000138019	603
ENSMUSG00000115550	827
ENSMUSG00000138062	526
ENSMUSG00000115366	911
ENSMUSG00000103188	407
ENSMUSG00000065238	186
ENSMUSG00000129273	333
ENSMUSG00000125856	1219
ENSMUSG00000087144	297
ENSMUSG00000072294	6985
ENSMUSG00000139879	835
ENSMUSG000000543914	874
ENSMUSG00000084991	304
ENSMUSG00000110273	5050
ENSMUSG00000143294	370
ENSMUSG00000120164	870
ENSMUSG00000119005	132
ENSMUSG00000123555	578
ENSMUSG00000115821	3528
ENSMUSG00000115732	645
ENSMUSG00000089331	124
ENSMUSG00000115506	707
ENSMUSG00000115105	6773
ENSMUSG00000141545	673
ENSMUSG00002075538	117
ENSMUSG00000139606	774
ENSMUSG00000088160	101
ENSMUSG00000115721	292
ENSMUSG00000136675	1080
ENSMUSG00000136714	1063
ENSMUSG000000428881	2123
ENSMUSG00000131394	1175
ENSMUSG00002076744	136
ENSMUSG00000138791	2577
ENSMUSG00000115538	1689
ENSMUSG000000330837	7676
ENSMUSG00000115319	487
ENSMUSG000000754861	5145
ENSMUSG000000221110	3831
ENSMUSG00000134686	953
ENSMUSG00000115435	835
ENSMUSG00000115110	172
ENSMUSG00000053821	2247
ENSMUSG000000330608	12035
ENSMUSG00000124383	442
ENSMUSG00000115584	773
ENSMUSG00000141719	1265
ENSMUSG00000134764	287
ENSMUSG00000124736	428
ENSMUSG00000133798	827
ENSMUSG00000127890	381
ENSMUSG00000119010	132
ENSMUSG00000115696	700
ENSMUSG00000131268	724
ENSMUSG00000127120	2029
ENSMUSG00002075110	48
ENSMUSG00000115816	6219
ENSMUSG00000138332	1266
ENSMUSG00000138370	2411
ENSMUSG00000098557	6057
ENSMUSG00000092901	84
ENSMUSG00000114980	2233
ENSMUSG00000115512	541
ENSMUSG00000115855	3710
ENSMUSG00000139440	2362
ENSMUSG00000022126	2623
ENSMUSG00000141700	117
ENSMUSG00000022125	2563
ENSMUSG000000221246	5103
ENSMUSG00000143309	605
ENSMUSG000000330047	19364
ENSMUSG00000139609	1759
ENSMUSG00000119948	12793
ENSMUSG00000121604	84
ENSMUSG00000098111	982
ENSMUSG00000115762	5473
ENSMUSG000000221230	2503
ENSMUSG000000557174	3284
ENSMUSG00002076273	105
ENSMUSG00000089707	3101
ENSMUSG00000122376	673
ENSMUSG00000137223	1328
ENSMUSG00000128072	679
ENSMUSG000000221226	4266
ENSMUSG00000135745	390
ENSMUSG00000135683	1193
ENSMUSG00000135711	1931
ENSMUSG00000132134	680
ENSMUSG00000104311	217
ENSMUSG00000136101	612
ENSMUSG00000115727	3536
ENSMUSG00000136197	1638
ENSMUSG00000136274	891
ENSMUSG00000131582	3762
ENSMUSG00000115424	9212
ENSMUSG00000139403	1515
ENSMUSG000000483490	4672
ENSMUSG00000125131	1598
ENSMUSG00000022120	4435
ENSMUSG00000115384	793
ENSMUSG00000144136	1302
ENSMUSG00000144098	842
ENSMUSG00000077541	107
ENSMUSG00000115432	10202
ENSMUSG00000077719	117
ENSMUSG00000129837	463
ENSMUSG00000128775	1391
ENSMUSG00000124037	480
ENSMUSG00000077425	134
ENSMUSG00000137398	724
ENSMUSG00000133384	467
ENSMUSG00000115195	905
ENSMUSG00000122752	659
ENSMUSG000000221196	7649
ENSMUSG00000091509	1113
ENSMUSG00000120914	1255
ENSMUSG00000115831	362
ENSMUSG00000115247	1774
ENSMUSG00000125648	3471
ENSMUSG00000119509	107
ENSMUSG000000532538	11553
ENSMUSG00000064715	108
ENSMUSG00000086260	553
ENSMUSG00000127967	822
ENSMUSG00000115548	1273
ENSMUSG00000139905	420
ENSMUSG00000139948	1058
ENSMUSG00000123923	1823
ENSMUSG00000022116	4196
ENSMUSG00000123992	732
ENSMUSG00000115386	2959
ENSMUSG00000131040	431
ENSMUSG00000115149	8789
ENSMUSG00000110080	7882
ENSMUSG00000098780	129
ENSMUSG000000601430	1379
ENSMUSG00000140707	371
ENSMUSG00000138595	692
ENSMUSG00000142685	1782
ENSMUSG00000142732	3574
ENSMUSG00002074953	93
ENSMUSG00000115796	761
ENSMUSG00000138626	1067
ENSMUSG00000022114	2087
ENSMUSG00000127940	802
ENSMUSG00000123615	375
ENSMUSG00000135604	1037
ENSMUSG00000125074	1286
ENSMUSG00000115800	249
ENSMUSG00000090538	402
ENSMUSG00000022113	3518
ENSMUSG00000130874	522
ENSMUSG00000115501	202
ENSMUSG00000115754	2306
ENSMUSG00000065193	131
ENSMUSG00000115439	809
ENSMUSG00000127256	732
ENSMUSG00000127713	1182
ENSMUSG00000099794	3650
ENSMUSG00000127691	1705
ENSMUSG00002076417	107
ENSMUSG00000115695	382
ENSMUSG00000115763	772
ENSMUSG00000091723	187
ENSMUSG00000136108	396
ENSMUSG00000077224	127
ENSMUSG00000123777	780
ENSMUSG00000130655	350
ENSMUSG00000115510	771
ENSMUSG00000115741	818
ENSMUSG00000115273	1311
ENSMUSG00000115661	1352
ENSMUSG00000115562	867
ENSMUSG00000135267	696
ENSMUSG00000131857	527
ENSMUSG00000133372	234
ENSMUSG00000123632	376
ENSMUSG00002076494	161
ENSMUSG00000124338	423
ENSMUSG00000089455	118
ENSMUSG00000058430	450
ENSMUSG00000138970	797
ENSMUSG00000075478	5359
ENSMUSG00000139688	1119
ENSMUSG00000142536	2138
ENSMUSG00000115642	998
ENSMUSG00000115416	470
ENSMUSG00000140050	1493
ENSMUSG00000089119	130
ENSMUSG00002076289	96
ENSMUSG00002075588	111
ENSMUSG00002076349	107
ENSMUSG00000115336	277
ENSMUSG00000115606	584
ENSMUSG00000119581	107
ENSMUSG00000084441	103
ENSMUSG00000045871	4240
ENSMUSG00000115165	222
ENSMUSG00000115349	984
ENSMUSG00000127095	331
ENSMUSG00000141574	1054
ENSMUSG00002075245	89
ENSMUSG00000125811	730
ENSMUSG00000115461	445
ENSMUSG00000115650	1101
ENSMUSG00000120285	8685
ENSMUSG00000115755	310
ENSMUSG00000115818	892
ENSMUSG000000332141	5263
ENSMUSG00000118561	427
ENSMUSG00000118534	174
ENSMUSG00000122840	984
ENSMUSG00000122880	537
ENSMUSG00000115663	1015
ENSMUSG00000088995	92
ENSMUSG00000115558	1597
ENSMUSG00000115581	458
ENSMUSG00000136514	746
ENSMUSG00000125813	738
ENSMUSG00000058953	479
ENSMUSG00000125773	1066
ENSMUSG00000115126	1687
ENSMUSG00000122766	815
ENSMUSG00000126644	1144
ENSMUSG00000115786	734
ENSMUSG00000115260	373
ENSMUSG00000136640	797
ENSMUSG00000126203	230
ENSMUSG00000058126	2147
ENSMUSG00000086415	442
ENSMUSG00000137272	463
ENSMUSG00000134646	612
ENSMUSG00000115269	720
ENSMUSG00000129310	476
ENSMUSG00000115572	574
ENSMUSG00000142503	687
ENSMUSG00000115658	2104
ENSMUSG00000123623	1370
ENSMUSG00000120119	3826
ENSMUSG00000103140	264
ENSMUSG00000135152	535
ENSMUSG00000115320	3453
ENSMUSG00000135115	1291
ENSMUSG00000115309	793
ENSMUSG00000124761	1754
ENSMUSG00000115372	1946
ENSMUSG00000114979	2349
ENSMUSG00002076961	106
ENSMUSG00000089726	4213
ENSMUSG00000065508	84
ENSMUSG00000065403	96
ENSMUSG00000065416	82
ENSMUSG00000065442	107
ENSMUSG00000076256	87
ENSMUSG00000076062	80
ENSMUSG00000140070	377
ENSMUSG000000221125	4453
ENSMUSG00000093551	956
ENSMUSG00000093589	600
ENSMUSG00000140547	441
ENSMUSG00000093497	435
ENSMUSG00000139364	665
ENSMUSG00000126906	1094
ENSMUSG00000104296	199
ENSMUSG00000132133	1522
ENSMUSG000000585712	6425
ENSMUSG00000131815	785
ENSMUSG00000138040	1296
ENSMUSG00000138083	317
ENSMUSG00000134947	827
ENSMUSG00000098648	105
ENSMUSG00000022129	5895
ENSMUSG00000115689	1567
ENSMUSG00000140540	647
ENSMUSG00000125839	1475
ENSMUSG000000221301	2437
ENSMUSG00000022131	1875
ENSMUSG00000136060	387
ENSMUSG00000131492	4534
ENSMUSG00000115774	4816
ENSMUSG00000131563	1106
ENSMUSG00000061517	3799
ENSMUSG00000090534	4153
ENSMUSG00000098612	103
ENSMUSG00000092109	729
ENSMUSG00000088095	128
ENSMUSG00000115258	1995
ENSMUSG00000096997	4454
